"","Pathway_ID","Pathway_Name","Compound_ID","Metabolism_Name"
"hsa00590","hsa00590","Arachidonic acid metabolism - Homo sapiens (human)","C00157;C00219;C00427;C00584;C00639;C00696;C00909;C01312;C02165;C02166;C02198;C03577;C04577;C04671;C04707;C04742;C04758;C04805;C04822;C04835;C04853;C05356;C05949;C05950;C05951;C05952;C05953;C05954;C05955;C05956;C05957;C05958;C05959;C05960;C05961;C05962;C05963;C05964;C05965;C05966;C06314;C06315;C06462;C13809;C14717;C14732;C14748;C14749;C14768;C14769;C14770;C14771;C14772;C14773;C14774;C14775;C14776;C14777;C14778;C14779;C14780;C14781;C14782;C14794;C14795;C14807;C14808;C14809;C14810;C14811;C14812;C14813;C14814;C14815;C14820;C14821;C14822;C14823;C14824","Phosphatidylcholine;Arachidonate;Prostaglandin H2;Prostaglandin E2;Prostaglandin F2alpha;Prostaglandin D2;Leukotriene A4;Prostaglandin I2;Leukotriene B4;Leukotriene C4;Thromboxane A2;20-Hydroxyleukotriene E4;15-OxoETE;(5Z)-11alpha-Hydroxy-9,15-dioxoprostanoate;(5Z,13E)-11alpha-Hydroxy-9,15-dioxoprost-5,13-dienoate;(15S)-15-Hydroxy-5,8,11-cis-13-trans-eicosatetraenoate;(5Z,13E)-9alpha-Hydroxy-11,15-dioxoprosta-5,13-dienoate;5(S)-HETE;8(R)-HPETE;(5Z,13E)-6,9alpha-Epoxy-11alpha-hydroxy-15-oxoprosta-5,13-dienoate;20-OH-Leukotriene B4;5(S)-HPETE;12-Keto-leukotriene B4;20-COOH-Leukotriene B4;Leukotriene D4;Leukotriene E4;Prostaglandin A2;Prostaglandin B2;Prostaglandin C2;Prostaglandin G2;Prostaglandin J2;Delta-12-Prostaglandin J2;11-epi-Prostaglandin F2alpha;15-Keto-prostaglandin F2alpha;6-Keto-prostaglandin F1alpha;6-Keto-prostaglandin E1;Thromboxane B2;11-Dehydro-thromboxane B2;12(S)-HPETE;15(S)-HPETE;Lipoxin A4;Lipoxin B4;Leukotriene F4;9,11,15-Trihydroxy-prosta-5,13-dien-1-oic acid;15-Deoxy-Delta12,14-PGJ2;5-OxoETE;20-HETE;19(S)-HETE;5,6-EET;8,9-EET;11,12-EET;14,15-EET;5,6-DHET;8,9-DHET;11,12-DHET;14,15-DHET;8(S)-HETE;12(S)-HETE;16(R)-HETE;9(S)-HETE;11(R)-HETE;15H-11,12-EETA;11,12,15-THETA;2,3-Dinor-8-iso prostaglandin F2alpha;2,3-Dinor-8-iso prostaglandin F1alpha;12-OxoETE;Hepoxilin A3;Trioxilin A3;Hepoxilin B3;Trioxilin B3;12(R)-HPETE;11H-14,15-EETA;11,14,15-THETA;5,6-Epoxytetraene;11(R)-HPETE;9(S)-HPETE;12(R)-HETE;8(S)-HPETE;8(R)-HETE"
"hsa00591","hsa00591","Linoleic acid metabolism - Homo sapiens (human)","C00157;C00219;C01595;C03242;C04056;C04717;C06426;C07289;C07338;C07354;C14762;C14765;C14766;C14767;C14825;C14826;C14827;C14828;C14829;C14831;C14832;C14833;C14834;C14835;C14836;C14837;C19937;C20186","Phosphatidylcholine;Arachidonate;Linoleate;Dihomo-gamma-linolenate;Rumenic acid;(9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoic acid;(6Z,9Z,12Z)-Octadecatrienoic acid;Crepenynate;(9Z,12Z)-(11S)-11-Hydroperoxyoctadeca-9,12-dienoic acid;(7S,8S)-DiHODE;13(S)-HODE;13-OxoODE;9-OxoODE;9(S)-HODE;9(10)-EpOME;12(13)-EpOME;9(S)-HPODE;9,10-DHOME;12,13-DHOME;8(R)-HPODE;12,13-Epoxy-9-hydroxy-10-octadecenoate;9,12,13-TriHOME;9,10-Epoxy-13-hydroxy-11-octadecenoate;9,10,13-TriHOME;9,10-12,13-Diepoxyoctadecanoate;9,10-Dihydroxy-12,13-epoxyoctadecanoate;(8E,10R,12Z)-10-Hydroperoxy-8,12-octadecadienoate;5S,8R-DiHODE"
"hsa00592","hsa00592","alpha-Linolenic acid metabolism - Homo sapiens (human)","C00157;C01226;C04672;C04780;C04785;C06427;C08491;C08492;C11512;C16300;C16308;C16309;C16310;C16311;C16316;C16317;C16318;C16319;C16320;C16321;C16322;C16323;C16324;C16325;C16326;C16327;C16328;C16330;C16331;C16332;C16334;C16335;C16336;C16338;C16339;C16341;C16342;C16343;C16344;C16345;C16346;C19757;C21923;C21924","Phosphatidylcholine;12-OPDA;(9Z,15Z)-(13S)-12,13-Epoxyoctadeca-9,11,15-trienoic acid;8-[(1S,2S)-3-Oxo-2-{(Z)-pent-2-enyl}cyclopentyl]octanoate;13(S)-HPOT;(9Z,12Z,15Z)-Octadecatrienoic acid;(-)-Jasmonic acid;3-Hexenol;Methyl jasmonate;Stearidonic acid;Traumatic acid;Traumatin;3-Hexenal;12-Oxo-9(Z)-dodecenoic acid;13(S)-HOT;(+)-7-Isojasmonic acid;(+)-7-Isomethyljasmonate;Etherolenic acid;Colnelenic acid;9(S)-HPOT;9-Oxononanoic acid;3,6-Nonadienal;9,10-EOT;10-OPDA;9(S)-HOT;OPC8-CoA;trans-2-Enoyl-OPC8-CoA;3-Oxo-OPC8-CoA;OPC6-CoA;trans-2-Enoyl-OPC6-CoA;3-Oxo-OPC6-CoA;OPC4-CoA;trans-2-Enoyl-OPC4-CoA;3-Oxo-OPC4-CoA;(+)-7-Isojasmonic acid CoA;2(R)-HPOT;2(R)-HOT;Heptadecatrienal;Norlinolenic acid;Volicitin;17-Hydroxylinolenic acid;(3Z)-Hex-3-en-1-yl acetate;9-Hydroxy-12-oxo-10(E),15(Z)-octadecadienoic acid;9-Hydroxy-12-oxo-15(Z)-octadecenoic acid"
"hsa00600","hsa00600","Sphingolipid metabolism - Homo sapiens (human)","C00065;C00154;C00195;C00319;C00346;C00550;C00836;C01120;C01190;C01290;C01747;C02686;C02934;C02960;C03405;C03640;C05681;C06062;C06124;C06125;C06126;C06127;C06128;C12126;C12144;C12145;C22467","L-Serine;Palmitoyl-CoA;N-Acylsphingosine;Sphingosine;Ethanolamine phosphate;Sphingomyelin;Sphinganine;Sphinganine 1-phosphate;Glucosylceramide;Lactosylceramide;Psychosine;Galactosylceramide;3-Dehydrosphinganine;Ceramide 1-phosphate;Lactosylceramide sulfate;Sphingosyl-phosphocholine;Ceramide 2-aminoethylphosphonate;Ceramide phosphoethanolamine;Sphingosine 1-phosphate;Sulfatide;Digalactosylceramide;Digalactosylceramide sulfate;GM4;Dihydroceramide;Phytosphingosine;Phytoceramide;Gangliotriaosylceramide-II3 sulfate"
"hsa00601","hsa00601","Glycosphingolipid biosynthesis - lacto and neolacto series - Homo sapiens (human)","G00036;G00037;G00038;G00039;G00040;G00042;G00043;G00044;G00045;G00046;G00047;G00048;G00050;G00051;G00052;G00054;G00055;G00056;G00057;G00058;G00059;G00060;G00061;G00062;G00063;G00064;G00066;G00067;G00068;G00069;G00071;G00072;G00073;G00074;G00075;G00076;G00077;G00078;G00079;G00080;G00081;G00082;G00083;G00084;G00085;G00086;G00087;G00088;G00089;G00090;G00091;G00092;G00428;G00889","Lc3Cer;Lc4Cer;NA  G00038;Type IB glycolipid;NA  G00040;Type IA glycolipid;NA  G00043;IV2Fuc-Lc4Cer;IV2Fuc,III4Fuc-Lc4Cer;Fuc-Lc4Cer;3'-isoLM1;Fuc-3'-isoLM1;Paragloboside;nLc5Cer;Type II B antigen;Type II A antigen;IV2Fuc-nLc4Cer;III3,IV2Fuc-nLc4Cer;NA  G00057;Type IIIH glycolipid;Type IIIA glycolipid;III3Fuc-nLc4Cer;Sialyl-6-paragloboside;Sialyl-3-paragloboside;IV3NeuAc,III3Fuc-nLc4Cer;3',8'-LD1;nLc5Cer;nLc6Cer;nLc7Cer;nLc8Cer;VI2Fuc-nLc6;NA  G00072;NA  G00073;NA  G00074;Type IIIAb;III3Fuc-nLc6Cer;NA  G00077;iso-nLc8Cer;NA  G00079;NA  G00080;NA  G00081;NA  G00082;NA  G00083;NA  G00084;NA  G00085;NA  G00086;VI6NeuAc-nLc6Cer;VI3NeuAc-nLc6Cer;V3Fuc-nLc6Cer;V3Fuc,III3Fuc-nLc6Cer;NA  G00091;Lactosylceramide;IV4Gala-nLc4-Cer;PX2"
"hsa00603","hsa00603","Glycosphingolipid biosynthesis - globo and isoglobo series - Homo sapiens (human)","G00092;G00093;G00094;G00095;G00096;G00097;G00098;G00099;G00100;G00101;G00102;G00103;G00104;G00105;G00106;G00107;G00181;G00392;G00403;G02977;G11492;G13080;G13081","Lactosylceramide;Globotriaosylceramide;Globoside;Forssman antigen, IV3GalNAca-Gb4Cer;IV3GalNAcb-Gb4Cer;Galactosylgloboside;Monosialylgalactosylgloboside;Globo-H;V3(NeuAc)2-Gb5Cer;NA  G00101;NA  G00102;NA  G00103;NA  G00104;GalGb3Cer;NA  G00106;NA  G00107;Disialosylglobopentaosylceramide;iGb4-Cer;iGb3-Cer;NA  G02977;IV4-alpha-Gal-Gb4Cer;NORint;NOR2 antigen"
"hsa00604","hsa00604","Glycosphingolipid biosynthesis - ganglio series - Homo sapiens (human)","G00092;G00108;G00109;G00110;G00111;G00112;G00113;G00114;G00115;G00116;G00117;G00118;G00119;G00120;G00121;G00122;G00123;G00124;G00125;G00126;G00127;G00128;G00129;G00130;G00131;G00132;G00166;G00167;G00168;G00169;G00170","Lactosylceramide;GM3;GM2;GM1;GD1a;GT1a;GD3;GD2;GD1b;GT1b;GQ1b;GT3;GT2;GT1c;GQ1c;GP1c;GA2;GA1;GM1b;GD1c;GD1a;GT1aalpha;GQ1balpha;GM2alpha;GM1alpha;GD1beta;Fucosyl-GM1;N-Acetylgalactosaminyl GM1b;N-Acetylgalactosaminyl GD1a;9-O-Acetylated GD3;9-O-Acetylated GT3"
"hsa00620","hsa00620","Pyruvate metabolism - Homo sapiens (human)","C00022;C00024;C00033;C00036;C00042;C00058;C00068;C00074;C00083;C00084;C00122;C00149;C00186;C00227;C00256;C00332;C00424;C00469;C00546;C00937;C01251;C02488;C02504;C03248;C03451;C03981;C05125;C05993;C05994;C15972;C15973;C16255","Pyruvate;Acetyl-CoA;Acetate;Oxaloacetate;Succinate;Formate;Thiamin diphosphate;Phosphoenolpyruvate;Malonyl-CoA;Acetaldehyde;Fumarate;(S)-Malate;(S)-Lactate;Acetyl phosphate;(R)-Lactate;Acetoacetyl-CoA;(S)-Lactaldehyde;Ethanol;Methylglyoxal;(R)-Lactaldehyde;(R)-2-Hydroxybutane-1,2,4-tricarboxylate;(R)-2-Ethylmalate;alpha-Isopropylmalate;Acetylenedicarboxylate;(R)-S-Lactoylglutathione;2-Hydroxyethylenedicarboxylate;2-(alpha-Hydroxyethyl)thiamine diphosphate;Acetyl adenylate;2-Propylmalate;Enzyme N6-(lipoyl)lysine;Enzyme N6-(dihydrolipoyl)lysine;[Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine"
"hsa00630","hsa00630","Glyoxylate and dicarboxylate metabolism - Homo sapiens (human)","C00007;C00011;C00014;C00022;C00024;C00025;C00026;C00027;C00033;C00036;C00037;C00042;C00048;C00058;C00064;C00065;C00091;C00100;C00111;C00136;C00149;C00158;C00160;C00168;C00197;C00209;C00258;C00266;C00311;C00313;C00332;C00417;C00552;C00631;C00683;C00798;C00877;C00888;C00898;C00975;C00988;C01127;C01146;C01182;C01213;C01380;C01732;C01989;C01990;C02123;C02405;C03217;C03459;C03548;C03561;C03618;C04348;C06027;C06028;C06049;C18026;C18324;C20238;C22337","Oxygen;CO2;Ammonia;Pyruvate;Acetyl-CoA;L-Glutamate;2-Oxoglutarate;Hydrogen peroxide;Acetate;Oxaloacetate;Glycine;Succinate;Glyoxylate;Formate;L-Glutamine;L-Serine;Succinyl-CoA;Propanoyl-CoA;Glycerone phosphate;Butanoyl-CoA;(S)-Malate;Citrate;Glycolate;Hydroxypyruvate;3-Phospho-D-glycerate;Oxalate;D-Glycerate;Glycolaldehyde;Isocitrate;Oxalyl-CoA;Acetoacetyl-CoA;cis-Aconitate;meso-Tartaric acid;2-Phospho-D-glycerate;(S)-Methylmalonyl-CoA;Formyl-CoA;Crotonoyl-CoA;Pentanoyl-CoA;(R,R)-Tartaric acid;Dihydroxyfumarate;2-Phosphoglycolate;4-Hydroxy-2-oxoglutarate;2-Hydroxy-3-oxopropanoate;D-Ribulose 1,5-bisphosphate;(R)-Methylmalonyl-CoA;Ethylene glycol;Mesaconate;3-Ethylmalate;3-Oxalomalate;3-Propylmalate;Formyl phosphate;2-Hydroxy-3-oxoadipate;2-Hydroxy-3-oxosuccinate;trans-2,3-Epoxysuccinate;(R)-3-Hydroxybutanoyl-CoA;L-threo-3-Methylaspartate;L-Malyl-CoA;L-erythro-3-Methylmalyl-CoA;2-Methylfumaryl-CoA;N-Formylderivatives;(2S)-Ethylmalonyl-CoA;(2S)-Methylsuccinyl-CoA;(2R)-Ethylmalonyl-CoA;D-Ribulose 1-phosphate"
"hsa00640","hsa00640","Propanoate metabolism - Homo sapiens (human)","C00024;C00042;C00068;C00083;C00091;C00099;C00100;C00109;C00111;C00163;C00186;C00222;C00424;C00479;C00546;C00583;C00683;C00804;C00827;C00894;C01013;C01213;C02170;C02225;C02335;C02876;C04225;C04593;C05235;C05668;C05979;C05983;C05984;C05989;C06002;C15972;C15973;C21017;C21018;C21250","Acetyl-CoA;Succinate;Thiamin diphosphate;Malonyl-CoA;Succinyl-CoA;beta-Alanine;Propanoyl-CoA;2-Oxobutanoate;Glycerone phosphate;Propanoate;(S)-Lactate;3-Oxopropanoate;(S)-Lactaldehyde;Propanal;Methylglyoxal;Propane-1,2-diol;(S)-Methylmalonyl-CoA;Propynoate;Lactoyl-CoA;Propenoyl-CoA;3-Hydroxypropanoate;(R)-Methylmalonyl-CoA;Methylmalonate;2-Methylcitrate;beta-Alanyl-CoA;Propanoyl phosphate;(Z)-But-2-ene-1,2,3-tricarboxylate;(2S,3R)-3-Hydroxybutane-1,2,3-tricarboxylate;Hydroxyacetone;3-Hydroxypropionyl-CoA;Propane-1-ol;Propionyladenylate;2-Hydroxybutanoic acid;3-Oxopropionyl-CoA;(S)-Methylmalonate semialdehyde;Enzyme N6-(lipoyl)lysine;Enzyme N6-(dihydrolipoyl)lysine;2-(alpha-Hydroxypropyl)thiamine diphosphate;Enzyme N6-(S-propyldihydrolipoyl)lysine;2-Methyl-trans-aconitate"
"hsa00650","hsa00650","Butanoate metabolism - Homo sapiens (human)","C00022;C00024;C00025;C00026;C00042;C00091;C00122;C00132;C00136;C00164;C00207;C00232;C00246;C00332;C00334;C00356;C00497;C00741;C00810;C00877;C00989;C01089;C01144;C01384;C01412;C01769;C01845;C02331;C02411;C02527;C02630;C03044;C03046;C03058;C03561;C04546;C06010;C06142;C06143;C06144;C06145;C06146;C11062;C17530;C20657;C20783;C21390","Pyruvate;Acetyl-CoA;L-Glutamate;2-Oxoglutarate;Succinate;Succinyl-CoA;Fumarate;Methanol;Butanoyl-CoA;Acetoacetate;Acetone;Succinate semialdehyde;Butanoic acid;Acetoacetyl-CoA;4-Aminobutanoate;(S)-3-Hydroxy-3-methylglutaryl-CoA;(R)-Malate;Diacetyl;(R)-Acetoin;Crotonoyl-CoA;4-Hydroxybutanoic acid;(R)-3-Hydroxybutanoate;(S)-3-Hydroxybutanoyl-CoA;Maleic acid;Butanal;(S)-Acetoin;Propan-2-ol;Vinylacetyl-CoA;Glutaconyl-1-CoA;Butanoylphosphate;2-Hydroxyglutarate;(R,R)-Butane-2,3-diol;(S,S)-Butane-2,3-diol;2-Hydroxyglutaryl-CoA;(R)-3-Hydroxybutanoyl-CoA;(R)-3-((R)-3-Hydroxybutanoyloxy)butanoate;(S)-2-Acetolactate;1-Butanol;Poly-beta-hydroxybutyrate;3-Butynoate;3-Butyn-1-al;3-Butyn-1-ol;4-Hydroxybutyryl-CoA;Methyl acetate;meso-2,3-Butanediol;Propane;Butane"
"hsa00670","hsa00670","One carbon pool by folate - Homo sapiens (human)","C00101;C00143;C00234;C00415;C00440;C00445;C00504;C00664;C03479","Tetrahydrofolate;5,10-Methylenetetrahydrofolate;10-Formyltetrahydrofolate;Dihydrofolate;5-Methyltetrahydrofolate;5,10-Methenyltetrahydrofolate;Folate;5-Formiminotetrahydrofolate;Folinic acid"
"hsa00730","hsa00730","Thiamine metabolism - Homo sapiens (human)","C00003;C00018;C00022;C00037;C00068;C00082;C00097;C00118;C00378;C01081;C01279;C02892;C03028;C03373;C04294;C04327;C04556;C04752;C05856;C11437;C15809;C15810;C15811;C15812;C15813;C15814;C19872;C20246;C20247;C20267;C20784","NAD+;Pyridoxal phosphate;Pyruvate;Glycine;Thiamin diphosphate;L-Tyrosine;L-Cysteine;D-Glyceraldehyde 3-phosphate;Thiamine;Thiamin monophosphate;4-Amino-5-hydroxymethyl-2-methylpyrimidine;Thiamine acetic acid;Thiamin triphosphate;Aminoimidazole ribotide;5-(2-Hydroxyethyl)-4-methylthiazole;4-Methyl-5-(2-phosphooxyethyl)thiazole;4-Amino-2-methyl-5-(phosphooxymethyl)pyrimidine;4-Amino-5-hydroxymethyl-2-methylpyrimidine diphosphate;Thiamine aldehyde;1-Deoxy-D-xylulose 5-phosphate;Iminoglycine;Sulfur-carrier protein;[Enzyme]-cysteine;[Enzyme]-S-sulfanylcysteine;Adenylyl-[sulfur-carrier protein];Thiocarboxy-[sulfur-carrier protein];N-Formyl-4-amino-5-aminomethyl-2-methylpyrimidine;2-[(2R,5Z)-2-Carboxy-4-methylthiazol-5(2H)-ylidene]ethyl phosphate;2-(2-Carboxy-4-methylthiazol-5-yl)ethyl phosphate;4-Amino-5-aminomethyl-2-methylpyrimidine;ADP-5-ethyl-4-methylthiazole-2-carboxylate"
"hsa00740","hsa00740","Riboflavin metabolism - Homo sapiens (human)","C00016;C00044;C00061;C00199;C00235;C00255;C00474;C01007;C01268;C01304;C01352;C01390;C01727;C01847;C03114;C04332;C04454;C04732;C05995;C15556;C15563;C18910;C21214;C21215","FAD;GTP;FMN;D-Ribulose 5-phosphate;Dimethylallyl diphosphate;Riboflavin;Ribitol;Reduced riboflavin;5-Amino-6-(5'-phosphoribosylamino)uracil;2,5-Diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one;FADH2;Prenol;Lumichrome;Reduced FMN;Dimethylbenzimidazole;6,7-Dimethyl-8-(D-ribityl)lumazine;5-Amino-6-(5'-phospho-D-ribitylamino)uracil;5-Amino-6-(1-D-ribitylamino)uracil;7-Hydroxy-6-methyl-8-ribityllumazine;L-3,4-Dihydroxybutan-2-one 4-phosphate;2-Amino-5-formylamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one;2,5-Diamino-6-(5-phospho-D-ribitylamino)pyrimidin-4(3H)-one;Dimethylallyl phosphate;Prenylated FMNH2"
"hsa00750","hsa00750","Vitamin B6 metabolism - Homo sapiens (human)","C00018;C00064;C00117;C00118;C00232;C00250;C00266;C00279;C00314;C00534;C00627;C00647;C00847;C00971;C01215;C01270;C03393;C04106;C04604;C04690;C04773;C06050;C06051;C06052;C06054;C06055;C06056;C07335;C11638","Pyridoxal phosphate;L-Glutamine;D-Ribose 5-phosphate;D-Glyceraldehyde 3-phosphate;Succinate semialdehyde;Pyridoxal;Glycolaldehyde;D-Erythrose 4-phosphate;Pyridoxine;Pyridoxamine;Pyridoxine phosphate;Pyridoxamine phosphate;4-Pyridoxate;4-Pyridoxolactone;2-(Acetamidomethylene)succinate;3-Hydroxy-2-methylpyridine-5-carboxylate;4-Phospho-D-erythronate;2-(Hydroxymethyl)-4-oxobutanoate;3-Hydroxy-2-methylpyridine-4,5-dicarboxylate;2-(Hydroxymethyl)-3-(acetamidomethylene)succinate;3-Hydroxy-4-hydroxymethyl-2-methylpyridine-5-carboxylate;2-Methyl-3-hydroxy-5-formylpyridine-4-carboxylate;Isopyridoxal;5-Pyridoxolactone;2-Oxo-3-hydroxy-4-phosphobutanoate;O-Phospho-4-hydroxy-L-threonine;4-Hydroxy-L-threonine;2-Amino-3-oxo-4-phosphonooxybutyrate;3-Amino-2-oxopropyl phosphate"
"hsa00760","hsa00760","Nicotinate and nicotinamide metabolism - Homo sapiens (human)","C00003;C00006;C00022;C00042;C00049;C00111;C00122;C00153;C00163;C00232;C00253;C00334;C00455;C00857;C00922;C01020;C01056;C01059;C01185;C01297;C01384;C01596;C02295;C02918;C02930;C03043;C03056;C03150;C03458;C03652;C03722;C04226;C05380;C05840;C05841;C05842;C05843;C06178;C15523;C15986;C15987;C16150;C16151;C16152;C16159;C16390;C18232;C19567;C19569;C19631;C20361;C20381;C21075;C21154","NAD+;NADP+;Pyruvate;Succinate;L-Aspartate;Glycerone phosphate;Fumarate;Nicotinamide;Propanoate;Succinate semialdehyde;Nicotinate;4-Aminobutanoate;Nicotinamide D-ribonucleotide;Deamino-NAD+;2,3-Dimethylmaleate;6-Hydroxynicotinate;(S)-6-Hydroxynicotine;2,5-Dihydroxypyridine;Nicotinate D-ribonucleotide;6-Hydroxypseudooxynicotine;Maleic acid;Maleamate;Methylitaconate;1-Methylnicotinamide;2-Methyleneglutarate;(R)-6-Hydroxynicotine;2,6-Dihydroxypyridine;Nicotinamide-beta-riboside;2,3,6-Trihydroxypyridine;(2R,3S)-2,3-Dimethylmalate;Quinolinate;6-Oxo-1,4,5,6-tetrahydronicotinate;Nicotinurate;Iminoaspartate;Nicotinate D-ribonucleoside;N1-Methyl-2-pyridone-5-carboxamide;N1-Methyl-4-pyridone-5-carboxamide;1-Methylpyrrolinium;2,6-Dihydroxynicotinate;2,6-Dihydroxypseudooxynicotine;4-Methylaminobutyrate;(R,S)-Nicotine;2,6-Dihydroxy-N-methylmyosmine;Blue pigment;2-Formylglutarate;(S)-2-(Hydroxymethyl)glutarate;N-Formylmaleamic acid;4-Oxo-1-(3-pyridyl)-1-butanone;3-Succinoylpyridine;6-Hydroxy-3-succinoylpyridine;Pseudooxynicotine;3,3'-Bipyridine-2,2',5,5',6,6'-hexol;5-(N-Methyl-4,5-dihydro-1H-pyrrol-2-yl)pyridin-2-ol;N-Methylmyosmine"
"hsa00770","hsa00770","Pantothenate and CoA biosynthesis - Homo sapiens (human)","C00010;C00022;C00049;C00054;C00097;C00099;C00106;C00141;C00183;C00229;C00429;C00522;C00750;C00831;C00864;C00882;C00966;C01053;C01088;C01134;C02642;C03492;C03688;C04079;C04272;C04352;C05665;C05944;C06010;C18911","CoA;Pyruvate;L-Aspartate;Adenosine 3',5'-bisphosphate;L-Cysteine;beta-Alanine;Uracil;3-Methyl-2-oxobutanoic acid;L-Valine;Acyl-carrier protein;5,6-Dihydrouracil;(R)-Pantoate;Spermine;Pantetheine;Pantothenate;Dephospho-CoA;2-Dehydropantoate;(R)-4-Dehydropantoate;(R)-3,3-Dimethylmalate;Pantetheine 4'-phosphate;3-Ureidopropionate;D-4'-Phosphopantothenate;Apo-[acyl-carrier-protein];N-((R)-Pantothenoyl)-L-cysteine;(R)-2,3-Dihydroxy-3-methylbutanoate;(R)-4'-Phosphopantothenoyl-L-cysteine;3-Aminopropanal;Pantothenol;(S)-2-Acetolactate;(R)-4-Phosphopantoate"
"hsa00780","hsa00780","Biotin metabolism - Homo sapiens (human)","C00047;C00086;C00120;C01037;C01063;C01092;C01209;C01894;C01909;C02656;C05552;C05921;C06250;C19673;C19845;C19846;C20372;C20373;C20374;C20375;C20376;C20377;C20378;C20384;C20385;C20386;C20387;C20683;C22458","L-Lysine;Urea;Biotin;7,8-Diaminononanoate;Pimeloyl-CoA;8-Amino-7-oxononanoate;Malonyl-[acyl-carrier protein];Biotinyl-CoA;Dethiobiotin;Pimelate;Biocytin;Biotinyl-5'-AMP;Holo-[carboxylase];Malonyl-[acp] methyl ester;Pimeloyl-[acyl-carrier protein];Pimeloyl-[acyl-carrier protein] methyl ester;3-Ketoglutaryl-[acp] methyl ester;3-Hydroxyglutaryl-[acp] methyl ester;Enoylglutaryl-[acp] methyl ester;Glutaryl-[acp] methyl ester;3-Ketopimeloyl-[acp] methyl ester;3-Hydroxypimeloyl-[acp] methyl ester;Enoylpimeloyl-[acp] methyl ester;Bisnorbiotin;Tetranorbiotin;Biotin sulfoxide;Biotin sulfone;Long-chain acyl-[acyl-carrier protein];8-Amino-7-(carboxyamino)nonanoate"
"hsa00785","hsa00785","Lipoic acid metabolism - Homo sapiens (human)","C01944;C02051;C02147;C02972;C05752;C06423;C15972;C15973;C16238;C16241;C22159;C22160;C22161","Octanoyl-CoA;Lipoylprotein;Dihydrolipoate;Dihydrolipoylprotein;Octanoyl-[acp];Octanoic acid;Enzyme N6-(lipoyl)lysine;Enzyme N6-(dihydrolipoyl)lysine;Lipoyl-AMP;(R)-Lipoate;[Glycine cleavage system H]-N6-octanoyl-L-lysine;[Lipoyl-carrier protein E2]-N6-octanoyl-L-lysine;Dihydrolipoyl-AMP"
"hsa00790","hsa00790","Folate biosynthesis - Homo sapiens (human)","C00044;C00101;C00119;C00156;C00251;C00266;C00268;C00272;C00415;C00504;C00568;C00835;C00921;C01217;C01300;C01304;C02587;C02953;C03541;C03684;C04244;C04807;C04874;C04895;C05922;C05923;C05924;C05925;C05926;C05927;C06148;C06313;C09332;C11355;C15522;C15996;C16675;C18237;C18239;C18802;C19848;C19871;C20239;C20248;C20264;C20559;C20562;C20566;C20567;C21007;C21008;C21065;C21094;C21107;C21310;C21485;C21486;C21640","GTP;Tetrahydrofolate;5-Phospho-alpha-D-ribose 1-diphosphate;4-Hydroxybenzoate;Chorismate;Glycolaldehyde;Dihydrobiopterin;Tetrahydrobiopterin;Dihydrofolate;Folate;4-Aminobenzoate;Sepiapterin;Dihydropteroate;5,6,7,8-Tetrahydromethanopterin;6-(Hydroxymethyl)-7,8-dihydropterin;2,5-Diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one;Pyrimidodiazepine;7,8-Dihydrobiopterin;THF-polyglutamate;6-Pyruvoyltetrahydropterin;6-Lactoyl-5,6,7,8-tetrahydropterin;6-Hydroxymethyl-7,8-dihydropterin diphosphate;7,8-Dihydroneopterin;7,8-Dihydroneopterin 3'-triphosphate;Formamidopyrimidine nucleoside triphosphate;2,5-Diaminopyrimidine nucleoside triphosphate;Molybdopterin;Dihydroneopterin phosphate;Neopterin;7,8-Dihydromethanopterin;2,5-Diamino-6-(5'-triphosphoryl-3',4'-trihydroxy-2'-oxopentyl)-amino-4-oxopyrimidine;Biopterin;THF-L-glutamate;4-Amino-4-deoxychorismate;4a-Hydroxytetrahydrobiopterin;7-Cyano-7-carbaguanine;7-Aminomethyl-7-carbaguanine;Molybdoenzyme molybdenum cofactor;Precursor Z;Tetrahydrosarcinapterin;Adenylated molybdopterin;Guanylyl molybdenum cofactor;6-Carboxy-5,6,7,8-tetrahydropterin;7-Carboxy-7-carbaguanine;L-threo-Tetrahydrobiopterin;4-(beta-D-Ribofuranosyl)aniline 5'-phosphate;N-[(7,8-Dihydropterin-6-yl)methyl]-4-(beta-D-ribofuranosyl)aniline 5'-phosphate;7,8-Dihydroneopterin 2'-phosphate;7,8-Dihydroneopterin 2',3'-cyclic phosphate;5,6,7,8-Tetrahydromonapterin;7,8-Dihydromonapterin;7,8-Dihydroxanthopterin;7,8-Dihydromonapterin 3'-triphosphate;4-(beta-D-Ribofuranosyl)phenol 5'-phosphate;(8S)-3',8-Cyclo-7,8-dihydroguanosine 5'-triphosphate;Cytidylyl molybdenum cofactor;Thio-molybdenum cofactor;6-(1'-Hydroxy-2'-oxopropyl)-tetrahydropterin"
