,degree,fanout,fanin
YIF1A,0.0,0.0,1.0
TUFT1,0.0,0.0,1.0
AFAP1,0.0,0.0,1.0
TMCO5A,0.0,0.0,1.0
SYT8,0.0,0.0,1.0
SYT9,0.0,0.0,1.0
LINC01257,0.0,0.0,1.0
MTCH2,0.0,0.0,1.0
MTCH1,0.0,0.0,1.0
SYT1,1.0,1.0,1.0
SYT2,0.0,0.0,1.0
SYT3,0.0,0.0,1.0
SYT4,0.0,0.0,1.0
SYT5,0.0,0.0,1.0
SYT6,0.0,0.0,1.0
SYT7,0.0,0.0,1.0
RHO,1.0,1.0,1.0
RHD,0.0,0.0,1.0
TRIM2,0.0,0.0,1.0
FUBP3,0.0,0.0,1.0
FUBP1,0.0,0.0,1.0
COLQ,0.0,0.0,1.0
SCHIP1,0.0,0.0,1.0
FAM189A2,0.0,0.0,1.0
FAM189A1,0.0,0.0,1.0
YJEFN3,0.0,0.0,1.0
SAP30,1.0,1.0,1.0
NBL1,1.0,1.0,1.0
HSFX2,0.0,0.0,1.0
HSFX1,0.0,0.0,1.0
DRC1,0.0,0.0,1.0
OXT,3.0,3.0,1.0
C1orf53,0.0,0.0,1.0
C1orf52,0.0,0.0,1.0
C1orf50,0.0,0.0,1.0
C1orf56,0.0,0.0,1.0
C1orf54,0.0,0.0,1.0
TBC1D1,1.0,1.0,1.0
KRT75,0.0,0.0,1.0
KRT74,0.0,0.0,1.0
KRT77,0.0,0.0,1.0
KRT76,0.0,0.0,1.0
KRT71,0.0,0.0,1.0
KRT73,0.0,0.0,1.0
KRT72,0.0,0.0,1.0
MRPS31,0.0,0.0,1.0
KRT79,0.0,0.0,1.0
KRT78,0.0,0.0,1.0
TBC1D5,0.0,0.0,1.0
SMPD4,1.0,1.0,1.0
SMPD1,4.0,4.0,1.0
SMPD3,1.0,1.0,1.0
SMPD2,2.0,2.0,1.0
BRIP1,2.0,2.0,1.0
PDE11A,3.0,3.0,1.0
TTC28,0.0,0.0,1.0
AAMP,0.0,0.0,1.0
TTC24,0.0,0.0,1.0
TTC25,0.0,0.0,1.0
TTC26,0.0,0.0,1.0
TTC27,0.0,0.0,1.0
PATL2,0.0,0.0,1.0
TTC22,0.0,0.0,1.0
PATL1,1.0,1.0,1.0
U2SURP,1.0,1.0,1.0
IL6R,11.0,11.0,1.0
ENO1,3.0,3.0,1.0
ENO2,3.0,3.0,1.0
ENO3,3.0,3.0,1.0
ENO4,3.0,3.0,1.0
CNOT6L,1.0,1.0,1.0
FAXC,0.0,0.0,1.0
CFI,1.0,1.0,1.0
BOLA2B,0.0,0.0,1.0
ANKFY1,0.0,0.0,1.0
OBSCN,0.0,0.0,1.0
PTK2,22.0,22.0,1.0
PTK7,0.0,0.0,1.0
PTK6,0.0,0.0,1.0
PRKAA2,20.0,20.0,1.0
PRKAA1,20.0,20.0,1.0
ITGB3BP,0.0,0.0,1.0
MCL1,4.0,4.0,1.0
SORBS1,3.0,3.0,1.0
SORBS3,0.0,0.0,1.0
SORBS2,0.0,0.0,1.0
ODC1,2.0,2.0,1.0
IL18RAP,3.0,3.0,1.0
ATG16L1,4.0,4.0,1.0
ATG16L2,1.0,1.0,1.0
EOMES,0.0,0.0,1.0
C4orf51,0.0,0.0,1.0
IL17RC,3.0,3.0,1.0
PDSS2,1.0,1.0,1.0
C15orf62,0.0,0.0,1.0
C15orf61,0.0,0.0,1.0
PDSS1,1.0,1.0,1.0
DDX23,1.0,1.0,1.0
DDX21,0.0,0.0,1.0
DDX20,0.0,0.0,1.0
DDX27,0.0,0.0,1.0
ZNF157,1.0,1.0,1.0
ZNF154,1.0,1.0,1.0
ZNF155,1.0,1.0,1.0
DDX28,0.0,0.0,1.0
FKBP14,0.0,0.0,1.0
FKBP15,0.0,0.0,1.0
UBE2J1,4.0,4.0,1.0
FKBP10,0.0,0.0,1.0
FKBP11,0.0,0.0,1.0
FBXO10,0.0,0.0,1.0
FBXO11,0.0,0.0,1.0
FBXO16,0.0,0.0,1.0
FBXO17,0.0,0.0,1.0
FBXO15,0.0,0.0,1.0
PDPN,0.0,0.0,1.0
SFTA3,0.0,0.0,1.0
SFTA2,0.0,0.0,1.0
MIRLET7F1,2.0,2.0,1.0
SIGLECL1,0.0,0.0,1.0
SNORD48,0.0,0.0,1.0
CNGB1,4.0,4.0,1.0
TRUB1,0.0,0.0,1.0
CNGB3,1.0,1.0,1.0
PARD6B,6.0,6.0,1.0
PARD6A,6.0,6.0,1.0
PLA2G6,9.0,9.0,1.0
PLA2G7,1.0,1.0,1.0
PLA2G5,9.0,9.0,1.0
PLA2G3,9.0,9.0,1.0
GDPGP1,0.0,0.0,1.0
SNORD42B,0.0,0.0,1.0
CCDC77,0.0,0.0,1.0
KRTAP1-3,0.0,0.0,1.0
CCDC73,0.0,0.0,1.0
PEX26,1.0,1.0,1.0
CCDC71,0.0,0.0,1.0
OR2G3,1.0,1.0,1.0
OR2G2,1.0,1.0,1.0
OR2G6,1.0,1.0,1.0
CCDC78,0.0,0.0,1.0
SNORD4B,0.0,0.0,1.0
SNORD4A,0.0,0.0,1.0
ELL,1.0,1.0,1.0
GHITM,0.0,0.0,1.0
CSHL1,0.0,0.0,1.0
SPEN,0.0,0.0,1.0
FKBP1B,0.0,0.0,1.0
FKBP1A,0.0,0.0,1.0
SPEG,0.0,0.0,1.0
MANEAL,0.0,0.0,1.0
STOML2,0.0,0.0,1.0
PAIP1,0.0,0.0,1.0
FBLIM1,0.0,0.0,1.0
TIMM8A,0.0,0.0,1.0
TIMM8B,0.0,0.0,1.0
DAXX,6.0,6.0,1.0
NT5M,3.0,3.0,1.0
NT5C,3.0,3.0,1.0
TBATA,0.0,0.0,1.0
NT5E,3.0,3.0,1.0
MAP10,0.0,0.0,1.0
LGALS9C,0.0,0.0,1.0
LGALS9B,0.0,0.0,1.0
UNC50,0.0,0.0,1.0
NKAIN4,0.0,0.0,1.0
NKAIN3,0.0,0.0,1.0
NKAIN2,0.0,0.0,1.0
NKAIN1,0.0,0.0,1.0
MAP1A,1.0,1.0,1.0
MAP1B,1.0,1.0,1.0
IGSF9B,0.0,0.0,1.0
LBX2,0.0,0.0,1.0
UNC5C,1.0,1.0,1.0
VGF,1.0,1.0,1.0
UNC5A,1.0,1.0,1.0
UNC5D,1.0,1.0,1.0
MAP1S,1.0,1.0,1.0
CCP110,0.0,0.0,1.0
DSCR9,0.0,0.0,1.0
GNAQ,45.0,45.0,1.0
GNAS,47.0,47.0,1.0
ANKRD19P,0.0,0.0,1.0
DSCR4,0.0,0.0,1.0
PTCD2,0.0,0.0,1.0
PTCD3,0.0,0.0,1.0
GNAZ,1.0,1.0,1.0
PTCD1,0.0,0.0,1.0
GNAL,6.0,6.0,1.0
AGFG2,0.0,0.0,1.0
AGFG1,0.0,0.0,1.0
CRYGS,0.0,0.0,1.0
RPL18A,2.0,2.0,1.0
SIX1,1.0,1.0,1.0
FST,1.0,1.0,1.0
CRYGN,0.0,0.0,1.0
CLEC18A,0.0,0.0,1.0
CRYGA,0.0,0.0,1.0
CRYGB,0.0,0.0,1.0
CRYGC,0.0,0.0,1.0
CRYGD,0.0,0.0,1.0
RRNAD1,0.0,0.0,1.0
MFSD11,0.0,0.0,1.0
SDR42E1,0.0,0.0,1.0
LINC00309,0.0,0.0,1.0
NMNAT2,1.0,1.0,1.0
NMNAT3,1.0,1.0,1.0
NMNAT1,1.0,1.0,1.0
ALOX12B,2.0,2.0,1.0
LEKR1,0.0,0.0,1.0
EPB41L1,0.0,0.0,1.0
PPCDC,1.0,1.0,1.0
EPB41L3,0.0,0.0,1.0
EPB41L2,0.0,0.0,1.0
EPB41L5,0.0,0.0,1.0
ACSS3,1.0,1.0,1.0
ACSS2,4.0,4.0,1.0
ACSS1,4.0,4.0,1.0
KIDINS220,1.0,1.0,1.0
PLEKHM1,1.0,1.0,1.0
PLEKHM2,1.0,1.0,1.0
PLEKHM3,0.0,0.0,1.0
ZNF727,1.0,1.0,1.0
UBE2M,1.0,1.0,1.0
RUNDC3A,0.0,0.0,1.0
SLC43A3,0.0,0.0,1.0
SLC43A2,0.0,0.0,1.0
FAM72A,0.0,0.0,1.0
FRMD4A,0.0,0.0,1.0
GSTM3,10.0,10.0,1.0
MAGEH1,0.0,0.0,1.0
WNT3,16.0,16.0,1.0
WNT2,15.0,15.0,1.0
WNT1,16.0,16.0,1.0
LRRN4,0.0,0.0,1.0
AGXT,2.0,2.0,1.0
WNT6,15.0,15.0,1.0
LRRN1,0.0,0.0,1.0
WNT4,17.0,17.0,1.0
TREML2,0.0,0.0,1.0
TREML1,0.0,0.0,1.0
GPAA1,1.0,1.0,1.0
TREML4,0.0,0.0,1.0
GPRIN2,0.0,0.0,1.0
GPRIN3,0.0,0.0,1.0
GPRIN1,0.0,0.0,1.0
ROGDI,0.0,0.0,1.0
ZNF729,1.0,1.0,1.0
HOXA11-AS,0.0,0.0,1.0
RNF175,0.0,0.0,1.0
RNF170,0.0,0.0,1.0
SLC9B1,0.0,0.0,1.0
MCCD1,0.0,0.0,1.0
FLJ20021,0.0,0.0,1.0
OR51T1,1.0,1.0,1.0
PCNA,7.0,7.0,1.0
SLC44A1,1.0,1.0,1.0
SLC44A2,1.0,1.0,1.0
SLC44A3,1.0,1.0,1.0
SLC44A4,1.0,1.0,1.0
SLC44A5,1.0,1.0,1.0
ZBTB7C,0.0,0.0,1.0
ZBTB7B,0.0,0.0,1.0
MSI2,1.0,1.0,1.0
MSI1,1.0,1.0,1.0
PCNP,0.0,0.0,1.0
PCNT,0.0,0.0,1.0
LOC442497,0.0,0.0,1.0
ENGASE,1.0,1.0,1.0
PACRG,0.0,0.0,1.0
DNPH1,0.0,0.0,1.0
ZFHX4,0.0,0.0,1.0
C1D,1.0,1.0,1.0
SHOX2,0.0,0.0,1.0
COQ9,0.0,0.0,1.0
ISY1-RAB43,1.0,1.0,1.0
C1S,4.0,4.0,1.0
C1R,5.0,5.0,1.0
COQ7,1.0,1.0,1.0
COQ6,1.0,1.0,1.0
COQ3,1.0,1.0,1.0
COQ2,1.0,1.0,1.0
HBM,0.0,0.0,1.0
WARS2,1.0,1.0,1.0
HBB,2.0,2.0,1.0
MUC22,0.0,0.0,1.0
MUC20,0.0,0.0,1.0
BOK,1.0,1.0,1.0
HBZ,0.0,0.0,1.0
BOC,2.0,2.0,1.0
FAM24B-CUZD1,0.0,0.0,1.0
DENND2C,0.0,0.0,1.0
TPX2,0.0,0.0,1.0
DENND2A,0.0,0.0,1.0
MIR1-1,1.0,1.0,1.0
MIR1-2,1.0,1.0,1.0
GAGE1,0.0,0.0,1.0
PPT1,2.0,2.0,1.0
PPT2,2.0,2.0,1.0
INPP4B,2.0,2.0,1.0
INPP4A,2.0,2.0,1.0
GPR101,0.0,0.0,1.0
GPR107,0.0,0.0,1.0
GPR108,0.0,0.0,1.0
MFAP3L,0.0,0.0,1.0
SMDT1,0.0,0.0,1.0
BRICD5,0.0,0.0,1.0
SAFB,0.0,0.0,1.0
MGMT,0.0,0.0,1.0
TRNP1,0.0,0.0,1.0
BPIFA4P,0.0,0.0,1.0
RNF8,0.0,0.0,1.0
RNF6,0.0,0.0,1.0
RNF7,2.0,2.0,1.0
RNF4,0.0,0.0,1.0
RNF5,1.0,1.0,1.0
RNF2,0.0,0.0,1.0
RFX6,1.0,1.0,1.0
YBX3P1,0.0,0.0,1.0
LRRC69,0.0,0.0,1.0
PPP1R27,0.0,0.0,1.0
PPP1R21,0.0,0.0,1.0
LRRC63,0.0,0.0,1.0
LRRC61,0.0,0.0,1.0
NGLY1,1.0,1.0,1.0
LRRC66,0.0,0.0,1.0
C7orf33,0.0,0.0,1.0
HEPHL1,2.0,2.0,1.0
GPR50,1.0,1.0,1.0
EPM2A,0.0,0.0,1.0
FAM118A,0.0,0.0,1.0
FAM118B,0.0,0.0,1.0
LMX1A,0.0,0.0,1.0
ZCCHC24,0.0,0.0,1.0
LMX1B,0.0,0.0,1.0
OR6V1,1.0,1.0,1.0
RECQL,0.0,0.0,1.0
MISP,0.0,0.0,1.0
ETV3L,0.0,0.0,1.0
ACTR8,0.0,0.0,1.0
ACTR6,0.0,0.0,1.0
ACTR5,0.0,0.0,1.0
UQCRC1,12.0,12.0,1.0
ACTR3,9.0,9.0,1.0
ACTR2,9.0,9.0,1.0
GPANK1,0.0,0.0,1.0
GNRHR,2.0,2.0,1.0
SPINK14,0.0,0.0,1.0
SPINK13,0.0,0.0,1.0
ADNP,0.0,0.0,1.0
CNR1,4.0,4.0,1.0
GBX2,0.0,0.0,1.0
CNR2,1.0,1.0,1.0
GNL3L,1.0,1.0,1.0
MAGEC2,0.0,0.0,1.0
RAPGEFL1,0.0,0.0,1.0
GTDC1,0.0,0.0,1.0
ICOS,4.0,4.0,1.0
OTULIN,0.0,0.0,1.0
TGS1,0.0,0.0,1.0
ANKS1B,0.0,0.0,1.0
ABI3BP,0.0,0.0,1.0
ANKS1A,0.0,0.0,1.0
IDUA,2.0,2.0,1.0
OR5V1,1.0,1.0,1.0
GNRH2,3.0,3.0,1.0
GNRH1,3.0,3.0,1.0
RPL12,2.0,2.0,1.0
ADAM10,2.0,2.0,1.0
ADAM11,0.0,0.0,1.0
ADAM12,0.0,0.0,1.0
ADAM15,0.0,0.0,1.0
ADAM17,4.0,4.0,1.0
ADAM18,0.0,0.0,1.0
ADAM19,0.0,0.0,1.0
MEPE,0.0,0.0,1.0
HAGH,1.0,1.0,1.0
RBM11,0.0,0.0,1.0
WNT8A,15.0,15.0,1.0
WNT8B,15.0,15.0,1.0
GLYAT,0.0,0.0,1.0
OPALIN,0.0,0.0,1.0
U2AF1L4,2.0,2.0,1.0
NDEL1,0.0,0.0,1.0
SHANK3,1.0,1.0,1.0
SHANK2,1.0,1.0,1.0
SHANK1,1.0,1.0,1.0
PLAC8L1,0.0,0.0,1.0
UCP2,0.0,0.0,1.0
UBA6-AS1,0.0,0.0,1.0
PCSK9,1.0,1.0,1.0
PCSK2,0.0,0.0,1.0
PCSK1,0.0,0.0,1.0
PCSK6,0.0,0.0,1.0
PCSK7,0.0,0.0,1.0
PCSK4,0.0,0.0,1.0
PCSK5,0.0,0.0,1.0
HIPK3,1.0,1.0,1.0
HIPK2,1.0,1.0,1.0
HIPK1,1.0,1.0,1.0
HIPK4,1.0,1.0,1.0
LEMD3,0.0,0.0,1.0
LEMD2,0.0,0.0,1.0
LEMD1,0.0,0.0,1.0
INE1,0.0,0.0,1.0
NAPG,0.0,0.0,1.0
C3orf18,0.0,0.0,1.0
NAPA,1.0,1.0,1.0
C3orf14,0.0,0.0,1.0
LARP1,0.0,0.0,1.0
LARP4,0.0,0.0,1.0
LARP6,0.0,0.0,1.0
LARP7,0.0,0.0,1.0
GPATCH3,0.0,0.0,1.0
COL15A1,1.0,1.0,1.0
TC2N,0.0,0.0,1.0
LMLN,0.0,0.0,1.0
PLTP,2.0,2.0,1.0
ATMIN,0.0,0.0,1.0
LGR5,1.0,1.0,1.0
LGR4,1.0,1.0,1.0
LGR6,1.0,1.0,1.0
CDKN1C,1.0,1.0,1.0
CDKN1B,18.0,18.0,1.0
CDKN1A,38.0,38.0,1.0
C11orf1,0.0,0.0,1.0
SETBP1,0.0,0.0,1.0
SAMSN1,0.0,0.0,1.0
FERD3L,0.0,0.0,1.0
FAM151B,0.0,0.0,1.0
FAM151A,0.0,0.0,1.0
IL2,20.0,20.0,1.0
TMEM125,0.0,0.0,1.0
FOXJ1,0.0,0.0,1.0
TMEM127,0.0,0.0,1.0
FOXJ3,0.0,0.0,1.0
TMEM121,0.0,0.0,1.0
TMEM123,0.0,0.0,1.0
USP27X-AS1,0.0,0.0,1.0
TMEM129,0.0,0.0,1.0
TMEM128,0.0,0.0,1.0
PAXIP1,0.0,0.0,1.0
LDLRAD4-AS1,0.0,0.0,1.0
RPL13AP6,0.0,0.0,1.0
RPL13AP3,0.0,0.0,1.0
SLC35B1,0.0,0.0,1.0
SLC35B3,0.0,0.0,1.0
SLC35B2,0.0,0.0,1.0
SLC35B4,0.0,0.0,1.0
USE1,1.0,1.0,1.0
IGFBP6,0.0,0.0,1.0
CNRIP1,0.0,0.0,1.0
DTX4,1.0,1.0,1.0
PELP1,0.0,0.0,1.0
ZC3H7A,0.0,0.0,1.0
CYP1B1-AS1,0.0,0.0,1.0
DTX3,1.0,1.0,1.0
CDC34,1.0,1.0,1.0
NOB1,1.0,1.0,1.0
CDC37,1.0,1.0,1.0
S100A9,1.0,1.0,1.0
S100A8,1.0,1.0,1.0
EIF1,0.0,0.0,1.0
S100A5,0.0,0.0,1.0
S100A4,0.0,0.0,1.0
OR2T34,1.0,1.0,1.0
OR2T35,1.0,1.0,1.0
S100A1,0.0,0.0,1.0
OR2T33,1.0,1.0,1.0
S100A3,0.0,0.0,1.0
S100A2,0.0,0.0,1.0
LONRF3,0.0,0.0,1.0
LONRF2,0.0,0.0,1.0
LONRF1,0.0,0.0,1.0
TCFL5,0.0,0.0,1.0
BIRC3,15.0,15.0,1.0
AIP,2.0,2.0,1.0
APLNR,2.0,2.0,1.0
SPIN2A,0.0,0.0,1.0
SPIN2B,0.0,0.0,1.0
PGLS,1.0,1.0,1.0
CYP8B1,2.0,2.0,1.0
LINC01191,0.0,0.0,1.0
WDR7,1.0,1.0,1.0
TXNL4B,0.0,0.0,1.0
CCNA2,12.0,12.0,1.0
DIAPH2,1.0,1.0,1.0
CCNA1,12.0,12.0,1.0
DYNC1I1,3.0,3.0,1.0
VPS28,1.0,1.0,1.0
DYNC1I2,3.0,3.0,1.0
TAS2R50,1.0,1.0,1.0
SKA3,0.0,0.0,1.0
SKA2,0.0,0.0,1.0
LRRIQ1,0.0,0.0,1.0
PCDH20,0.0,0.0,1.0
LRRIQ4,0.0,0.0,1.0
ADAT1,0.0,0.0,1.0
ADAT3,0.0,0.0,1.0
ADAT2,0.0,0.0,1.0
C6orf89,0.0,0.0,1.0
PPP1R13B,0.0,0.0,1.0
PPP1R13L,0.0,0.0,1.0
TUSC7,0.0,0.0,1.0
BRI3BP,0.0,0.0,1.0
TUSC1,0.0,0.0,1.0
TUSC2,0.0,0.0,1.0
TUSC3,3.0,3.0,1.0
RPGR,0.0,0.0,1.0
WNT10A,15.0,15.0,1.0
WNT10B,15.0,15.0,1.0
GNG10,18.0,18.0,1.0
GNG11,18.0,18.0,1.0
GNG12,20.0,20.0,1.0
GNG13,20.0,20.0,1.0
URB2,0.0,0.0,1.0
DMC1,0.0,0.0,1.0
SAMD14,0.0,0.0,1.0
RIMBP3C,0.0,0.0,1.0
SEC24D,2.0,2.0,1.0
SEC24A,2.0,2.0,1.0
SEC24C,2.0,2.0,1.0
SEC24B,2.0,2.0,1.0
OR4A47,1.0,1.0,1.0
PYY,1.0,1.0,1.0
C16orf96,0.0,0.0,1.0
C16orf90,0.0,0.0,1.0
C16orf91,0.0,0.0,1.0
TM4SF18,0.0,0.0,1.0
TM4SF19,0.0,0.0,1.0
ZNF699,1.0,1.0,1.0
MEA1,0.0,0.0,1.0
ZNF691,0.0,0.0,1.0
ZNF692,0.0,0.0,1.0
ZNF696,0.0,0.0,1.0
LAMB1,8.0,8.0,1.0
LAMB3,8.0,8.0,1.0
LAMB2,8.0,8.0,1.0
CYSLTR2,2.0,2.0,1.0
LAMB4,8.0,8.0,1.0
CYSLTR1,2.0,2.0,1.0
MPHOSPH9,0.0,0.0,1.0
MPHOSPH8,0.0,0.0,1.0
COPZ2,0.0,0.0,1.0
RUVBL1,1.0,1.0,1.0
RUVBL2,0.0,0.0,1.0
MPHOSPH6,1.0,1.0,1.0
ASTN2,0.0,0.0,1.0
ASTN1,0.0,0.0,1.0
MLF2,0.0,0.0,1.0
SHD,0.0,0.0,1.0
SHE,0.0,0.0,1.0
SHF,0.0,0.0,1.0
SHH,6.0,6.0,1.0
TMEM14C,0.0,0.0,1.0
PHEX,0.0,0.0,1.0
DYNC2H1,3.0,3.0,1.0
MGA,0.0,0.0,1.0
MGP,0.0,0.0,1.0
ITGA2B,15.0,15.0,1.0
NUDCD2,0.0,0.0,1.0
NUDCD3,0.0,0.0,1.0
NUDCD1,0.0,0.0,1.0
OR1D5,1.0,1.0,1.0
OR1D4,1.0,1.0,1.0
GMNC,0.0,0.0,1.0
OR1D2,1.0,1.0,1.0
SAMD4A,0.0,0.0,1.0
ADSL,1.0,1.0,1.0
SAMD4B,0.0,0.0,1.0
MPLKIP,0.0,0.0,1.0
PRSS12,0.0,0.0,1.0
TIMMDC1,0.0,0.0,1.0
GAS2L1,0.0,0.0,1.0
GAS2L3,0.0,0.0,1.0
GAS2L2,0.0,0.0,1.0
HPGDS,5.0,5.0,1.0
ZNF343,1.0,1.0,1.0
ZNF341,0.0,0.0,1.0
ZNF347,1.0,1.0,1.0
ZNF346,0.0,0.0,1.0
ZNF345,0.0,0.0,1.0
SERPINA13P,0.0,0.0,1.0
XRRA1,0.0,0.0,1.0
NUDT12,2.0,2.0,1.0
DLL1,5.0,5.0,1.0
NUDT10,0.0,0.0,1.0
DLL3,5.0,5.0,1.0
NUDT16,2.0,2.0,1.0
NUDT17,0.0,0.0,1.0
NUTM1,0.0,0.0,1.0
NUDT15,0.0,0.0,1.0
ZW10,0.0,0.0,1.0
NUDT19,1.0,1.0,1.0
STX8,1.0,1.0,1.0
IFI6,0.0,0.0,1.0
STX3,2.0,2.0,1.0
STX2,2.0,2.0,1.0
STX5,1.0,1.0,1.0
STX4,2.0,2.0,1.0
STX7,2.0,2.0,1.0
STX6,1.0,1.0,1.0
RPS3A,2.0,2.0,1.0
CPN2,0.0,0.0,1.0
CPN1,0.0,0.0,1.0
CFHR2,1.0,1.0,1.0
TP73-AS1,0.0,0.0,1.0
PYY2,0.0,0.0,1.0
CFHR1,1.0,1.0,1.0
CDADC1,0.0,0.0,1.0
LGI1,0.0,0.0,1.0
LGI2,0.0,0.0,1.0
LGI3,0.0,0.0,1.0
PHACTR1,0.0,0.0,1.0
NLGN3,1.0,1.0,1.0
DRG2,0.0,0.0,1.0
DRG1,0.0,0.0,1.0
CASQ1,1.0,1.0,1.0
CFHR4,1.0,1.0,1.0
CASQ2,2.0,2.0,1.0
NLGN1,1.0,1.0,1.0
OC90,0.0,0.0,1.0
PCBP1-AS1,0.0,0.0,1.0
SOX18,0.0,0.0,1.0
PHYKPL,1.0,1.0,1.0
GNPTG,1.0,1.0,1.0
CDC42EP3,0.0,0.0,1.0
CDC42EP2,0.0,0.0,1.0
CDC42EP1,0.0,0.0,1.0
DRGX,0.0,0.0,1.0
CDC42EP5,0.0,0.0,1.0
CDC42EP4,0.0,0.0,1.0
TCP11,0.0,0.0,1.0
TCP10,0.0,0.0,1.0
GPRC6A,1.0,1.0,1.0
TBKBP1,1.0,1.0,1.0
ABI2,1.0,1.0,1.0
LINC00167,0.0,0.0,1.0
ABI1,2.0,2.0,1.0
LINC00163,0.0,0.0,1.0
LINC00160,0.0,0.0,1.0
TESC,0.0,0.0,1.0
NKTR,0.0,0.0,1.0
OTP,0.0,0.0,1.0
FOXL2,0.0,0.0,1.0
PITPNC1,0.0,0.0,1.0
KRT39,2.0,2.0,1.0
CACNA1G-AS1,0.0,0.0,1.0
KRT31,2.0,2.0,1.0
KRT32,2.0,2.0,1.0
KRT35,2.0,2.0,1.0
KRT34,2.0,2.0,1.0
KRT37,2.0,2.0,1.0
KRT36,2.0,2.0,1.0
IL21,4.0,4.0,1.0
IL20,3.0,3.0,1.0
IL22,4.0,4.0,1.0
IL25,2.0,2.0,1.0
IL24,3.0,3.0,1.0
IL27,3.0,3.0,1.0
IL26,2.0,2.0,1.0
KIF2A,0.0,0.0,1.0
KIF2C,0.0,0.0,1.0
KIF2B,0.0,0.0,1.0
EPX,1.0,1.0,1.0
ENSA,0.0,0.0,1.0
CLINT1,0.0,0.0,1.0
BRCA1,6.0,6.0,1.0
BRCA2,5.0,5.0,1.0
C4B,5.0,5.0,1.0
SLC22A7,1.0,1.0,1.0
AHRR,0.0,0.0,1.0
ADCY4,45.0,45.0,1.0
ADCY5,50.0,50.0,1.0
ADCY6,47.0,47.0,1.0
ADCY7,44.0,44.0,1.0
ADCY1,47.0,47.0,1.0
ADCY2,45.0,45.0,1.0
ADCY3,47.0,47.0,1.0
KIF25,0.0,0.0,1.0
KIF24,0.0,0.0,1.0
KIF27,0.0,0.0,1.0
MAATS1,0.0,0.0,1.0
ADCY8,46.0,46.0,1.0
ADCY9,47.0,47.0,1.0
KIF23,1.0,1.0,1.0
KIF22,1.0,1.0,1.0
JKAMP,0.0,0.0,1.0
NUCKS1,0.0,0.0,1.0
SLC22A1,2.0,2.0,1.0
DDI2,0.0,0.0,1.0
DDI1,0.0,0.0,1.0
PDLIM5,0.0,0.0,1.0
RAB30,0.0,0.0,1.0
XRCC1,1.0,1.0,1.0
HOXB-AS3,0.0,0.0,1.0
XRCC3,1.0,1.0,1.0
XRCC2,1.0,1.0,1.0
XRCC5,1.0,1.0,1.0
XRCC4,1.0,1.0,1.0
XRCC6,1.0,1.0,1.0
SMURF1,4.0,4.0,1.0
SLC22A2,1.0,1.0,1.0
SMURF2,4.0,4.0,1.0
MEIS3,0.0,0.0,1.0
MEIS2,0.0,0.0,1.0
MEIS1,2.0,2.0,1.0
PCDHAC2,0.0,0.0,1.0
TFRC,5.0,5.0,1.0
SLC22A3,1.0,1.0,1.0
CTLA4,4.0,4.0,1.0
TFR2,0.0,0.0,1.0
DNAJC25-GNG10,0.0,0.0,1.0
ESPNL,0.0,0.0,1.0
OR5AN1,1.0,1.0,1.0
USP32P2,0.0,0.0,1.0
ESPNP,0.0,0.0,1.0
DDX60,0.0,0.0,1.0
CAAP1,0.0,0.0,1.0
ADHFE1,0.0,0.0,1.0
YY1,0.0,0.0,1.0
YY2,0.0,0.0,1.0
AQP4-AS1,0.0,0.0,1.0
ADCY10,5.0,5.0,1.0
KCNA6,0.0,0.0,1.0
KCNA7,0.0,0.0,1.0
KCNA4,2.0,2.0,1.0
KCNA5,0.0,0.0,1.0
KCNA2,0.0,0.0,1.0
KCNA3,0.0,0.0,1.0
NOL4L,0.0,0.0,1.0
KCNA1,0.0,0.0,1.0
ADGB,0.0,0.0,1.0
OPTN,3.0,3.0,1.0
BHMT,1.0,1.0,1.0
OPTC,0.0,0.0,1.0
MCCC2,0.0,0.0,1.0
SUSD5,0.0,0.0,1.0
MCCC1,0.0,0.0,1.0
FAM106A,0.0,0.0,1.0
CCDC38,0.0,0.0,1.0
ACACA,7.0,7.0,1.0
ACACB,9.0,9.0,1.0
CCDC33,0.0,0.0,1.0
CCDC36,0.0,0.0,1.0
ZDHHC3,0.0,0.0,1.0
CCDC34,0.0,0.0,1.0
PLA2G2A,9.0,9.0,1.0
PLA2G2C,9.0,9.0,1.0
PLA2G2E,9.0,9.0,1.0
PLA2G2D,9.0,9.0,1.0
PLA2G2F,9.0,9.0,1.0
LYN,12.0,12.0,1.0
OR8J3,1.0,1.0,1.0
MLNR,1.0,1.0,1.0
SARS2,1.0,1.0,1.0
CYFIP1,3.0,3.0,1.0
NECAP2,0.0,0.0,1.0
GUSBP5,0.0,0.0,1.0
GUSBP4,0.0,0.0,1.0
GUSBP1,0.0,0.0,1.0
GUSBP2,0.0,0.0,1.0
GUSBP9,0.0,0.0,1.0
KYNU,1.0,1.0,1.0
LHPP,1.0,1.0,1.0
UVRAG,1.0,1.0,1.0
NUP188,2.0,2.0,1.0
ANKRD30BL,0.0,0.0,1.0
GLT8D2,0.0,0.0,1.0
GLT8D1,0.0,0.0,1.0
COPG1,0.0,0.0,1.0
OR2C3,1.0,1.0,1.0
OR2C1,1.0,1.0,1.0
KERA,0.0,0.0,1.0
OR51A2,1.0,1.0,1.0
REG1A,0.0,0.0,1.0
REG1B,0.0,0.0,1.0
MRGPRD,1.0,1.0,1.0
